@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute /pose/position/x numeric
@attribute /pose/position/y numeric
@attribute /pose/scale numeric
@attribute /pose/orientation/x numeric
@attribute /pose/orientation/y numeric
@attribute /pose/orientation/z numeric
@attribute /gesture/mouth/width numeric
@attribute /gesture/mouth/height numeric
@attribute /gesture/eyebrow/left numeric
@attribute /gesture/eyebrow/right numeric
@attribute /gesture/eye/left numeric
@attribute /gesture/eye/right numeric
@attribute /gesture/jaw numeric
@attribute /gesture/nostrils numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric

@data
1,'2020/06/06 13:43:24:926',1,204.216904,311.73526,3.187581,0.256803,0.088749,-0.046682,13.178264,1.554135,6.435695,6.566794,2.903869,3.048476,24.543442,5.856673,-10,?,?,?,?,?,?,?
2,'2020/06/06 13:43:24:974',1,203.507385,312.419098,3.184125,0.246749,0.090826,-0.052651,13.198653,1.507483,6.390973,6.523196,2.946574,3.074636,24.473385,5.830698,-10,?,?,?,?,?,?,?
3,'2020/06/06 13:43:24:993',1,202.792862,312.937134,3.192798,0.247619,0.089791,-0.054073,13.243725,1.510168,6.349097,6.470081,2.920475,3.052099,24.559732,5.775431,-10,?,?,?,?,?,?,?
4,'2020/06/06 13:43:25:020',1,202.101379,313.391205,3.189934,0.252846,0.089087,-0.054977,13.139458,1.477041,6.388173,6.507787,2.92162,3.057221,24.419405,5.788436,-10,?,?,?,?,?,?,?
5,'2020/06/06 13:43:25:067',1,201.364304,313.72821,3.198788,0.26538,0.087623,-0.05198,13.219903,1.549668,6.430145,6.547392,2.880183,3.031602,24.524158,5.821788,-10,?,?,?,?,?,?,?
6,'2020/06/06 13:43:25:101',1,200.712784,314.233124,3.198404,0.268212,0.086334,-0.049492,13.197942,1.553091,6.433641,6.546197,2.871713,3.036194,24.527811,5.850037,-10,?,?,?,?,?,?,?
7,'2020/06/06 13:43:25:129',1,200.34375,314.780396,3.191894,0.261961,0.086327,-0.052328,13.227132,1.584224,6.436323,6.554439,2.8704,3.02861,24.385384,5.904028,-10,?,?,?,?,?,?,?
8,'2020/06/06 13:43:25:160',1,200.059296,315.291229,3.182854,0.248101,0.088921,-0.054022,13.204329,1.595786,6.40212,6.520495,2.892357,3.050687,24.369753,5.894917,-10,?,?,?,?,?,?,?
9,'2020/06/06 13:43:25:185',1,199.973328,315.477386,3.184312,0.245488,0.090279,-0.055988,13.263514,1.587497,6.374712,6.482091,2.954958,3.109401,24.246174,5.871219,-10,?,?,?,?,?,?,?
10,'2020/06/06 13:43:25:249',1,200.152069,315.792603,3.173548,0.22885,0.091946,-0.055648,13.288794,1.604443,6.373909,6.480388,2.954827,3.112807,24.122061,5.856871,-10,?,?,?,?,?,?,?
11,'2020/06/06 13:43:25:268',1,200.294006,315.450439,3.180616,0.242171,0.089005,-0.056287,13.200377,1.555981,6.305242,6.410734,3.060384,3.208719,24.236744,5.895002,-10,?,?,?,?,?,?,?
12,'2020/06/06 13:43:25:291',1,200.641571,315.454529,3.176327,0.233656,0.091458,-0.054557,13.259208,1.612722,6.303211,6.404454,3.086141,3.235329,24.197573,5.854964,-10,?,?,?,?,?,?,?
13,'2020/06/06 13:43:25:335',1,201.248795,315.300812,3.173124,0.227481,0.092099,-0.053305,13.280499,1.514531,6.336386,6.439155,3.049381,3.198995,24.200459,5.91308,-10,?,?,?,?,?,?,?
14,'2020/06/06 13:43:25:384',1,201.880554,315.101776,3.172221,0.2254,0.091,-0.05076,13.133769,1.59153,6.274339,6.368052,3.079572,3.226301,24.245438,5.881361,-10,?,?,?,?,?,?,?
15,'2020/06/06 13:43:25:405',1,202.599884,315.186493,3.166715,0.20716,0.093641,-0.04882,13.235786,1.559012,6.283404,6.385381,3.02432,3.176708,24.117704,5.923368,-10,?,?,?,?,?,?,?
16,'2020/06/06 13:43:25:430',1,203.275879,314.953613,3.166085,0.198612,0.093958,-0.041864,13.265574,1.542709,6.197408,6.27127,3.104393,3.259231,24.098215,5.923823,-10,?,?,?,?,?,?,?
